year,url
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0026057600803748
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0167299100803018
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0168649600000143
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0021967300009213
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0017931099000678
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0898883800500051
2000,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0167299100803171
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391001001720
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S004896970100852X
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0045653500002241
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S003436170180388X
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1464391X0180132X
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S030094400100159X
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0278691501000746
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0261306900000297
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1359835X00001299
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386101002579
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391001001719
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014139100100180X
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0032386100007175
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391000001841
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0141391001001094
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0167273801007950
2001,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0021967301012572
